loan_amnt,total_pymnt,total_rec_int,term,int_rate,installment,home_ownership,annual_inc,verification_status,purpose,loan_status
0.282051282051282,0.0703679114548564,0.0800693487188961,0.0,0.3818681318681318,0.2660717752447514,1.0,0.0465249856404365,0.0,0.3,0
0.1589743589743589,0.0435238233050462,0.1348775739317028,0.0,0.6903453689167974,0.1704731397509498,1.0,0.0953475014359563,0.0,0.3,0
0.1288461538461538,0.0329080880242088,0.029481732012676,0.0,0.2193877551020408,0.1140555231993787,0.0,0.05944859276278,0.0,0.2,0
0.1025641025641025,0.1107580709736279,0.0011397064048089,0.0,0.1040031397174254,0.0860581856504978,1.0,0.05944859276278,1.0,0.1,1
0.7435897435897435,0.721722078957249,0.3415808097315579,0.0,0.3818681318681318,0.6989488864852871,1.0,0.2820218265364733,0.0,0.3,1
0.3589743589743589,0.3489237284875335,0.0976807969418352,0.0,0.0549450549450549,0.2972446404304296,1.0,0.1168868466398621,0.5,0.2,1
0.4358974358974358,0.3984026285028437,0.1319643593059443,1.0,0.4199372056514914,0.2810549962559281,1.0,0.0695002871912693,0.0,0.3,0
0.3846153846153846,0.0730639393494394,0.330226378092626,1.0,0.8045525902668759,0.3083867210250436,0.0,0.0450890292935094,0.5,0.3,0
0.4871794871794871,0.4745885621310043,0.1878938168795919,0.0,0.4199372056514914,0.4650761294616857,1.0,0.0809879379666858,0.0,0.3,1
0.6153846153846153,0.0935050448802264,0.3174551293893618,1.0,0.4199372056514914,0.3991041961338991,1.0,0.167145318782309,0.5,0.3,0
0.2435897435897435,0.0061478535007004,0.0079097329790106,0.0,0.0796703296703296,0.2034140388828799,0.5,0.0252642159678345,1.0,0.0,0
1.0,0.9519717868423396,0.3876806548338047,1.0,0.2193877551020408,0.5791108522616967,0.5,0.1240666283744974,1.0,0.3,1
0.0512820512820512,0.0755962742607628,0.0480239878355525,0.0,0.5156985871271585,0.0531588873173031,0.5,0.1010913268236645,0.0,0.7000000000000001,0
0.3589743589743589,0.0622336636736488,0.061690517131123,1.0,0.5003924646781789,0.2419294450453448,0.0,0.0499712808730614,1.0,0.3,0
0.1282051282051282,0.1440950502253674,0.0714590231493981,0.0,0.1809262166405023,0.1115664087417145,0.0,0.060884549109707,0.5,0.5,1
0.5044871794871795,0.0807791420141012,0.0653355881140843,1.0,1.0,0.4482555398396983,1.0,0.1240666283744974,1.0,0.3,0
0.6153846153846153,0.1141698344194729,0.2461808466796458,0.0,0.3818681318681318,0.5787087112072551,1.0,0.0580126364158529,1.0,0.3,0
0.0615384615384615,0.0781088388983068,0.0204663985561824,0.0,0.0796703296703296,0.0506489724602712,0.0,0.0772659391154508,0.5,0.6000000000000001,1
0.0602564102564102,0.0175735791292196,0.0243757904759197,0.0,0.6491365777080064,0.0660135341265218,1.0,0.0738081562320505,0.0,0.3,0
0.1025641025641025,0.0079830436359079,0.030352854239793,0.0,0.8422291993720564,0.1185900102615303,0.0,0.0264215967834577,1.0,0.3,0
0.4897435897435896,0.4807920077378322,0.2132117835978911,0.0,0.1616954474097331,0.4234545303269823,1.0,0.1183228029867892,0.5,0.5,1
0.7435897435897435,0.7444100727865444,0.4861515724253578,1.0,0.2864992150706437,0.4466192417561084,0.5,0.20807007466973,0.0,0.3,1
0.1282051282051282,0.0148144379999467,0.0507609885034603,0.0,0.7664835164835165,0.1425451368666278,0.0,0.0838598506605399,0.5,0.3,0
0.3589743589743589,0.3735664450119235,0.2547073285111341,0.0,0.5537676609105181,0.3609354632942285,1.0,0.088167719701321,1.0,0.3,1
0.8717948717948717,0.8755412003158374,0.6111952706447442,0.0,0.4199372056514914,0.8307679507446543,0.0,0.2820218265364733,0.0,0.5,1
0.282051282051282,0.2720709184689847,0.0342892466853301,0.0,0.3818681318681318,0.2660717752447514,0.0,0.2102240091901206,0.0,0.6000000000000001,1
0.2307692307692307,0.0551199323657319,0.0422984552857081,0.0,0.1616954474097331,0.1993648944726405,1.0,0.0695002871912693,0.5,0.2,0
0.282051282051282,0.2676178224735462,0.0059131151501371,0.0,0.3818681318681318,0.2660717752447514,0.0,0.0565766800689259,1.0,0.3,1
0.423076923076923,0.4053657332864869,0.1020676718441359,0.0,0.0549450549450549,0.3505352636103946,1.0,0.2317633543940264,0.0,0.5,1
0.4871794871794871,0.0506968765932724,0.1604953885944094,1.0,0.3437990580847724,0.3006559059267271,1.0,0.0307294658242389,1.0,0.2,0
0.2307692307692307,0.2361790908383155,0.0898705395841919,0.0,0.3245682888540031,0.2130446237901101,1.0,0.0809879379666858,1.0,0.3,0
0.6153846153846153,0.6020246166821798,0.2893930566016285,0.0,0.1809262166405023,0.5361510941010067,1.0,0.2073520964962665,0.0,0.2,1
0.3589743589743589,0.3347578702992156,0.0074151970327843,1.0,0.6491365777080064,0.2638461325124109,0.0,0.0766800689259046,0.5,0.3,1
0.0641025641025641,0.0785710725167009,0.0092014949764811,0.0,0.0298273155416012,0.0513908533710513,0.0,0.0350373348650201,0.0,0.3,1
0.282051282051282,0.2737372567030998,0.0449075587261436,0.0,0.0549450549450549,0.2332903458413068,1.0,0.1266513497989661,0.0,0.3,1
0.4871794871794871,0.0955141866870175,0.2423098239281501,0.0,0.5156985871271585,0.4819521868153202,1.0,0.1369902354968409,1.0,0.1,0
0.7435897435897435,0.72190447494401,0.3427432534212508,1.0,0.2864992150706437,0.4466192417561084,0.5,0.1197587593337162,0.0,0.5,1
0.3589743589743589,0.3512228061944224,0.1123307138086373,0.0,0.2617739403453689,0.3228291316526611,1.0,0.1336875358989086,1.0,0.3,1
0.1358974358974359,0.1496795696016622,0.0644118859156731,0.0,0.3437990580847724,0.1269309704079651,0.0,0.0508328546812176,0.5,0.3,1
0.2307692307692307,0.0410291779225658,0.1206824027625801,0.0,0.6491365777080064,0.2417422414510358,0.0,0.0734922458357266,0.5,0.0,0
0.4871794871794871,0.0127314782402143,0.0162244738450169,0.0,0.0796703296703296,0.4078195634689519,1.0,0.1240666283744974,1.0,0.3,0
1.0,0.9200489176138632,0.1842643777799883,0.0,0.0,0.8125676012979449,1.0,0.194428489373923,0.0,0.2,1
0.4358974358974358,0.0848150438098054,0.1141866446872912,1.0,0.5156985871271585,0.297466511357018,0.5,0.0493968983342906,0.0,0.3,0
1.0,0.9206426788370984,0.1880487146328639,1.0,0.2617739403453689,0.5941356740716088,1.0,0.1915565766800689,1.0,0.3,1
0.7435897435897435,0.1792665641954177,0.5325683184356749,0.0,0.6903453689167974,0.7815819397065756,0.0,0.1427340608845491,0.0,0.3,0
0.4564102564102563,0.1015228788504511,0.2283036564396254,0.0,0.4199372056514914,0.4358238344842887,0.5,0.1168868466398621,0.5,0.5,0
0.3589743589743589,0.0678206345409738,0.0390853927155423,0.0,0.2617739403453689,0.3228291316526611,0.5,0.0407811602527283,0.0,0.3,0
0.4871794871794871,0.0726694258788862,0.2359888587304068,1.0,0.3818681318681318,0.3076725739800871,1.0,0.1168868466398621,1.0,0.5,0
0.8256410256410256,0.1822705757546892,0.3330344327757962,1.0,0.6491365777080064,0.6112890700834789,1.0,0.1427340608845491,1.0,0.1,0
0.8717948717948717,0.8096587628025073,0.1913839901092811,0.0,0.5918367346938775,0.8841764428543695,0.0,0.1240666283744974,0.5,0.3,1
0.3846153846153846,0.023526517551761,0.0544629026986315,0.0,0.3818681318681318,0.3622666888537593,0.0,0.0666283744974152,1.0,0.5,0
0.1538461538461538,0.029598099934921,0.0503730335801276,0.0,0.2193877551020408,0.1361524807942979,1.0,0.0422171165996553,0.5,0.5,0
0.0666666666666666,0.0823357630633494,0.0189799485568929,0.0,0.0796703296703296,0.0549477216629225,0.5,0.0666283744974152,0.5,0.3,1
0.4410256410256409,0.4361793844010392,0.1989398740922849,1.0,0.2617739403453689,0.2580636214881993,0.0,0.0666283744974152,0.0,0.3,1
0.2307692307692307,0.0673913307361039,0.1338742912361977,0.0,0.3437990580847724,0.2146947888066117,0.5,0.0953475014359563,0.5,0.3,0
0.4871794871794871,0.1051914750011575,0.2127783541047904,0.0,0.3437990580847724,0.451902543195496,1.0,0.1886846639862148,0.5,0.3,0
0.1794871794871795,0.1884715885118683,0.0700152055592661,0.0,0.0796703296703296,0.1496242061180908,1.0,0.0723721998851234,0.5,0.5,1
0.282051282051282,0.0582421418556948,0.156637155565661,0.0,0.5537676609105181,0.2842443908256372,0.5,0.1456059735784032,0.0,0.5,0
0.0512820512820512,0.0675442314420833,0.009991615626199,0.0,0.1040031397174254,0.0426338852372632,0.0,0.1240666283744974,0.5,0.8,1
0.1589743589743589,0.1673499184480226,0.0491125353493726,0.0,0.1040031397174254,0.133829769531575,0.0,0.0623205054566341,0.5,0.5,1
0.0564102564102564,0.0707837550677287,0.0022126220352712,0.0,0.1040031397174254,0.0469742352386499,1.0,0.1168868466398621,0.5,0.2,1
0.4358974358974358,0.0669602428115255,0.1361735991700891,0.0,0.3245682888540031,0.4014962420611809,0.0,0.2582811602527283,0.5,0.3,0
0.4871794871794871,0.0705628265330155,0.2225639130867285,1.0,0.3818681318681318,0.3076725739800871,0.0,0.05944859276278,1.0,0.3,0
0.1897435897435897,0.0236076949985001,0.020383975898478,0.0,0.0796703296703296,0.1582286379898494,0.5,0.0738081562320505,0.5,0.3,0
0.6923076923076923,0.6869052165044573,0.4039392346061476,0.0,0.3818681318681318,0.6508514296807831,1.0,0.1046812176909822,0.0,0.2,1
0.4262820512820512,0.4204474820064215,0.1804061447512399,0.0,0.3818681318681318,0.4013506392656072,0.0,0.0551407237219988,0.0,0.3,1
0.4871794871794871,0.5236188400978055,0.2197089627534852,1.0,0.728414442700157,0.3753709404553901,1.0,0.0695002871912693,0.0,0.3,0
0.4871794871794871,0.5110269139526206,0.4200841279540707,1.0,0.6491365777080064,0.3592991652106387,1.0,0.0695002871912693,1.0,0.3,1
0.7435897435897435,0.6685110950987405,0.0025124699796785,1.0,0.1616954474097331,0.4136298083589871,1.0,0.1778072946582423,0.5,0.0,1
0.282051282051282,0.2759901880709862,0.0592633119697594,1.0,0.1616954474097331,0.1519469173808137,1.0,0.0982194141298104,0.5,0.3,1
0.3512820512820512,0.3363843701831593,0.0604115448563998,0.0,0.2193877551020408,0.3106886318883989,1.0,0.1527857553130384,0.0,0.5,1
0.4871794871794871,0.0812026474299183,0.0794028620557347,1.0,0.5003924646781789,0.3300746040990653,1.0,0.1240666283744974,0.0,0.2,0
0.2307692307692307,0.0137337074864924,0.027098580340775,0.0,0.2617739403453689,0.2077127880855312,1.0,0.0852958070074669,0.5,0.3,0
0.1435897435897435,0.0266286556950027,0.0332163310548679,0.0,0.0796703296703296,0.1194982943672518,0.0,0.19586444572085,0.5,0.9,0
0.3846153846153846,0.3911364212892463,0.2245576887549915,0.0,0.4199372056514914,0.3675638572260588,1.0,0.0809879379666858,1.0,0.5,1
0.282051282051282,0.0452597717814656,0.1006451704585826,0.0,0.3818681318681318,0.2660717752447514,0.0,0.0896826536473291,0.0,0.3,0
0.8326923076923076,0.7869733132171446,0.2635450269294718,1.0,0.1809262166405023,0.4697146185206756,1.0,0.2102240091901206,0.0,0.3,1
0.0564102564102564,0.0749679357142832,0.0288749307223351,0.0,0.2864992150706437,0.0518345952242283,0.0,0.088167719701321,0.5,0.5,1
0.2307692307692307,0.024698461185315,0.0768832866745299,0.0,0.6491365777080064,0.2417422414510358,1.0,0.0953475014359563,0.5,0.3,0
0.1288461538461538,0.0187430695981743,0.0527632906535548,0.0,0.5537676609105181,0.1315070582688521,0.0,0.0499712808730614,1.0,0.3,0
0.8717948717948717,0.1904980437906685,0.4289928803876707,0.0,0.4199372056514914,0.8307679507446543,0.5,0.1384261918437679,0.0,0.5,0
0.282051282051282,0.269670493771987,0.0189941593599454,1.0,0.0796703296703296,0.1435782233685553,1.0,0.1154508902929351,0.0,0.5,1
0.3333333333333333,0.0443601294184291,0.1530404013130782,1.0,0.4199372056514914,0.2135923676401253,1.0,0.086731763354394,0.0,0.0,0
0.7435897435897435,0.694679440037903,0.1692606119171794,0.0,0.0796703296703296,0.6229858279945641,1.0,0.1865307294658242,0.0,0.3,1
0.3333333333333333,0.3227901350289673,0.0732623740567579,1.0,0.2001569858712716,0.1856990320880827,0.0,0.0917576105686387,0.0,0.5,1
0.0769230769230769,0.0081661389209979,0.0179525074961986,0.0,0.2617739403453689,0.0695773358848489,0.0,0.0422171165996553,1.0,0.5,0
0.282051282051282,0.3015764379519191,0.2223024343105629,1.0,0.3818681318681318,0.1756039049283079,0.0,0.0566427340608845,0.5,0.3,1
0.4871794871794871,0.474472112931523,0.1871520129602523,0.0,0.728414442700157,0.5205854619075352,1.0,0.2705341757610568,1.0,0.3,1
0.282051282051282,0.0580418744184101,0.0727877332348051,0.0,0.1040031397174254,0.2380605707629586,1.0,0.0809879379666858,0.5,0.2,0
0.1025641025641025,0.0238688455208391,0.0649476331907516,0.0,0.5156985871271585,0.1036067892503536,0.5,0.0120620333141872,0.5,0.5,0
0.0769230769230769,0.0149888357014575,0.0349003112165868,0.0,0.3818681318681318,0.0736819480267354,0.0,0.032165422171166,1.0,0.3,0
0.4871794871794871,0.0612350026667878,0.258670721482471,1.0,0.6491365777080064,0.3592991652106387,1.0,0.0493968983342906,0.0,0.3,0
1.0,0.9192541468233248,0.1791996475720843,0.0,0.0549450549450549,0.830157805696536,0.5,0.1585295807007467,0.0,0.2,1
0.1025641025641025,0.0236585424101937,0.0168056956898634,0.0,0.1809262166405023,0.0892198463543833,0.0,0.0379092475588742,0.0,0.1,0
0.0512820512820512,0.068294551584389,0.0147721297730534,0.0,0.2193877551020408,0.0454904734170896,0.0,0.09112148190695,0.0,0.1,1
0.0333333333333333,0.0535154308134413,0.0200727593116287,0.0,0.2617739403453689,0.0304448512078098,1.0,0.0575531303848362,0.5,0.1,1
0.8717948717948717,0.1102117648460543,0.3556821896005343,1.0,0.3818681318681318,0.5553151953850847,0.5,1.0,1.0,0.3,0
0.282051282051282,0.2739073245586379,0.0459918429990478,0.0,0.2617739403453689,0.253757938819092,0.0,0.0766800689259046,0.0,0.3,1
0.5641025641025641,0.5493870673470794,0.2381957964444571,1.0,0.1809262166405023,0.3156876612030951,1.0,0.3897185525560023,0.0,0.2,1
0.314102564102564,0.038852328863171,0.1139407977944833,1.0,0.2864992150706437,0.1846867459855229,1.0,0.0738081562320505,0.5,0.2,0
0.6923076923076923,0.1049120372518058,0.2164362148104989,0.0,0.3437990580847724,0.6416645866267298,1.0,0.1168868466398621,0.0,0.5,0
0.1288461538461538,0.0340617444307501,0.0945842629566997,0.0,0.5918367346938775,0.1335662978062512,0.0,0.0896036760482481,1.0,1.0,0
0.1153846153846153,0.1226904350213042,0.0061191717943981,0.0,0.0796703296703296,0.0958343733533017,0.5,0.0389086731763354,0.5,0.3,1
0.7435897435897435,0.6696419723852083,0.0097187682075914,1.0,0.8045525902668759,0.5979282802229803,1.0,0.088838311315336,1.0,0.3,1
0.1538461538461538,0.161222869522995,0.0384913811479486,0.0,0.0549450549450549,0.1267090994813767,0.5,0.0623205054566341,0.0,0.5,1
0.7179487179487178,0.1614117631971378,0.3041182907246089,1.0,0.4199372056514914,0.466559891283246,1.0,0.1642734060884549,1.0,0.3,0
0.7596153846153846,0.6824499628004619,0.002515312140289,1.0,0.4199372056514914,0.4939678841833763,0.0,0.0307294658242389,1.0,0.3,1
0.2948717948717948,0.0442669091636574,0.1778055677926359,1.0,0.5918367346938775,0.2089954793798707,0.0,0.05944859276278,0.0,0.7000000000000001,0
0.1897435897435897,0.2111028351145543,0.157381801645611,0.0,0.4199372056514914,0.1822808331253293,1.0,0.1168868466398621,0.0,0.3,1
0.3589743589743589,0.0371230708356587,0.114534809362077,1.0,0.3245682888540031,0.2172255040630113,0.0,0.1384290637564618,0.5,0.3,0
0.3846153846153846,0.0580759957078361,0.1066591823103923,0.0,0.2617739403453689,0.3458482402862134,1.0,0.0953475014359563,1.0,0.3,0
0.282051282051282,0.0570320626633706,0.3067444471287073,1.0,0.7664835164835165,0.2209210416840003,0.0,0.0407811602527283,0.5,0.1,0
0.3589743589743589,0.0857960866345445,0.0849933919765806,0.0,0.2864992150706437,0.325963058490723,0.0,0.0551407237219988,0.5,0.5,0
0.3589743589743589,0.0429928246767889,0.172689678693743,1.0,0.5918367346938775,0.2552971683722994,1.0,0.1089890867317633,0.0,0.3,0
0.2435897435897435,0.2691888175131414,0.229086671687817,1.0,0.6491365777080064,0.1779404831239426,1.0,0.167145318782309,0.5,0.3,1
0.4871794871794871,0.4896267479002918,0.2837186829427731,0.0,0.3818681318681318,0.4584616024627673,0.0,0.0852958070074669,0.0,0.3,1
0.2307692307692307,0.0408795348820112,0.052409441657548,0.0,0.1040031397174254,0.1946293368832681,0.0,0.05944859276278,0.0,0.5,0
0.0641025641025641,0.0771817006459787,0.0003481646747857,0.0,0.5537676609105181,0.0669634190309787,1.0,0.2174037909247558,0.5,0.7000000000000001,1
0.2307692307692307,0.2459953669991566,0.1523483352044224,0.0,0.3437990580847724,0.2146947888066117,0.5,0.05944859276278,0.5,0.3,1
0.4871794871794871,0.0403271268172513,0.0450724040415523,1.0,0.5918367346938775,0.3478936128907008,0.0,0.1384261918437679,0.0,0.3,0
0.3846153846153846,0.0412557611255517,0.1373332006991715,1.0,0.3818681318681318,0.2416382394541975,1.0,0.1456059735784032,0.0,0.2,0
0.1025641025641025,0.1121210779001965,0.0098239281501797,0.0,0.5156985871271585,0.1036067892503536,0.0,0.0666283744974152,1.0,0.3,1
0.3589743589743589,0.3542961657534429,0.1319146214952607,0.0,0.2001569858712716,0.3150844496214327,0.5,0.0501148765077541,0.0,0.3,1
0.0512820512820512,0.0141928952964805,0.0110830053006295,0.0,0.2193877551020408,0.0454904734170896,1.0,0.0637564618035611,0.5,0.2,0
0.5641025641025641,0.5362177267573783,0.1542781622589492,0.0,0.0796703296703296,0.4723701361732811,1.0,0.1025272831705916,0.5,0.5,1
0.282051282051282,0.0413347084226551,0.1694339837144197,1.0,0.6491365777080064,0.2065756995867654,0.0,0.0666283744974152,0.5,0.3,0
0.7435897435897435,0.0842931887950545,0.3117907032926431,1.0,0.47723704866562,0.4997018609423967,1.0,0.0407811602527283,0.0,0.3,0
0.3076923076923076,0.0629515488413767,0.0378504739302818,0.0,0.2001569858712716,0.2700723853897995,1.0,0.1097070649052268,0.5,0.3,0
0.6153846153846153,0.5920651990274577,0.2259304523298611,0.0,0.1809262166405023,0.5361510941010067,0.0,0.1204767375071797,0.0,0.5,1
0.5128205128205128,0.4974656052931756,0.191561625147437,1.0,0.3437990580847724,0.3168108827689491,1.0,0.0840752441125789,1.0,0.5,1
0.0769230769230769,0.0916964870585184,0.0217837399991473,0.0,0.728414442700157,0.086106719915689,1.0,0.0815623205054566,1.0,0.3,1
0.4871794871794871,0.0178229098584895,0.0429294149412383,0.0,0.5537676609105181,0.4887469839420916,0.0,0.088167719701321,0.0,0.3,0
0.282051282051282,0.0649821000846704,0.1454106211542014,0.0,0.3818681318681318,0.2660717752447514,1.0,0.0838598506605399,0.5,0.3,0
0.5384615384615384,0.5425727410842368,0.3368812971621026,1.0,0.3818681318681318,0.3406966747094878,0.0,0.0738081562320505,0.5,0.3,1
0.641025641025641,0.0244709859224748,0.0708621694211939,1.0,0.2617739403453689,0.3783107302326871,0.0,0.167145318782309,0.0,0.3,0
0.4871794871794871,0.0462267646634998,0.1159544685870198,0.0,0.47723704866562,0.475136589289181,1.0,0.0327398047099368,1.0,0.1,0
0.1025641025641025,0.1150548557102647,0.0285182395657178,0.0,0.6903453689167974,0.1115040075436115,0.0,0.0781160252728317,0.0,0.7000000000000001,1
0.3589743589743589,0.3473624157704496,0.0877318137247935,1.0,0.2864992150706437,0.2120531380869179,1.0,0.1025272831705916,0.0,0.3,1
0.5897435897435896,0.5699035310865083,0.2268214696812517,1.0,0.3437990580847724,0.3652827467620711,0.0,0.1025272831705916,0.0,0.3,1
0.5897435897435896,0.6021795526804642,0.4324887379385809,0.0,0.4199372056514914,0.5625953351637684,1.0,0.2676622630672027,0.0,0.3,1
